,name_x,free_bikes,longitude,latitude,fsq_id,category_id,category_name,distance,country,city,address,name_y
1162,Pyrénées - Charles Renouvier,6.0,2.4,48.861,,,,,,,,
1163,Edith Cavell - Volta,20.0,2.269,48.902,,,,,,,,
1164,Hôtel de Ville de Vincennes,2.0,2.44,48.848,,,,,,,,
1165,Maine - Jean Zay,7.0,2.323,48.838,,,,,,,,
1166,Tombe Issoire - René Coty,8.0,2.334,48.831,,,,,,,,
1167,Siam - La Pompe,2.0,2.275,48.862,,,,,,,,
1168,Marcadet - Ramey,4.0,2.345,48.891,,,,,,,,
1169,George Sand - Jean de La Fontaine,15.0,2.268,48.85,,,,,,,,
1170,Porte de la Plaine,14.0,2.292,48.828,,,,,,,,
1171,Alexandre Dumas - Place de la Réunion,6.0,2.4,48.855,,,,,,,,
1172,Rome - Provence,17.0,2.326,48.874,,,,,,,,
1173,Enfants du Paradis - Peupliers,16.0,2.257,48.833,,,,,,,,
1174,Marcel Pourtout - Édouard Manet ,20.0,2.166,48.876,,,,,,,,
1175,Sahel - Général Michel Bizot,9.0,2.404,48.841,,,,,,,,
1176,Saint-Séverin - Saint-Michel,25.0,2.344,48.853,,,,,,,,
1177,Duhamel - André Gide,1.0,2.313,48.837,,,,,,,,
1178,Ancienne Mairie - André Morizet,14.0,2.234,48.838,,,,,,,,
1179,Marceau - Président Wilson,16.0,2.3,48.865,,,,,,,,
1180,Bourdonnais - Tour Eiffel,41.0,2.296,48.861,,,,,,,,
1181,Lavoisier - Missak Manouchian,17.0,2.496,48.863,,,,,,,,
1182,Guy Môquet - Compoint,20.0,2.323,48.892,,,,,,,,
1183,René Coty - Place Denfert-Rochereau,3.0,2.333,48.833,,,,,,,,
1184,Place Aristide Briand,5.0,2.413,48.822,,,,,,,,
1185,Charonne - Alexandre Dumas,6.0,2.395,48.856,,,,,,,,
1186,Montreuil - République,4.0,2.435,48.85,,,,,,,,
1187,Mairie de Bagnolet,16.0,2.418,48.868,,,,,,,,
1188,Constantine - Université,27.0,2.315,48.861,,,,,,,,
1189,Legendre - Nollet,7.0,2.32,48.888,,,,,,,,
1190,Assas - Rennes,2.0,2.329,48.849,,,,,,,,
1191,Rampal - Belleville,3.0,2.38,48.873,,,,,,,,
1192,Fief - République,7.0,2.256,48.832,,,,,,,,
1193,Ménilmontant - Oberkampf,10.0,2.383,48.867,,,,,,,,
1194,Reynaldo Hahn - Lagny,9.0,2.412,48.849,,,,,,,,
1195,Pasteur - Cotentin,0.0,2.316,48.839,,,,,,,,
1196,M.- A. Lagroua Weill-Hallé -  F. Dolto,53.0,2.38,48.829,,,,,,,,
1197,Lorraine - Jean Jaurès,13.0,2.383,48.886,,,,,,,,
1198,Bois de Vincennes - Polygone,25.0,2.431,48.835,,,,,,,,
1199,Mairie du 20ème,2.0,2.399,48.865,,,,,,,,
1200,Colonel Pierre Avia,23.0,2.275,48.83,,,,,,,,
1201,Championnet.,5.0,2.35,48.895,,,,,,,,
1202,Arthur Auger - Jean Jaurès,1.0,2.307,48.814,,,,,,,,
1203,Dantzig - Lefebvre,6.0,2.296,48.83,,,,,,,,
1204,Verdier - République,6.0,2.317,48.815,,,,,,,,
1205,Galilée - Vernet,3.0,2.299,48.872,,,,,,,,
1206,Marché d'Auteuil,2.0,2.265,48.848,,,,,,,,
1207,Victor Hugo - Bineau,4.0,2.278,48.888,,,,,,,,
1208,Volontaires - Vaugirard,4.0,2.308,48.841,,,,,,,,
1209,Passy - Place du Costa Rica,4.0,2.284,48.858,,,,,,,,
1210,Guillaume Bertrand - République,28.0,2.381,48.864,,,,,,,,
1211,Regard - Rennes,19.0,2.327,48.847,,,,,,,,
1212,Louis Blanc - Aqueduc,6.0,2.364,48.882,,,,,,,,
1213,Philippe-Auguste,4.0,2.393,48.852,,,,,,,,
1214,Porte de Charenton,20.0,2.399,48.831,,,,,,,,
1215,Hôtel de Ville de Rueil-Malmaison,16.0,2.182,48.878,,,,,,,,
1216,Arsonval - Falguière,2.0,2.313,48.84,,,,,,,,
1217,Etienne Dolet - Place Maurice Chevalier,8.0,2.385,48.868,,,,,,,,
1218,Carpeaux - Place Jacques Froment,7.0,2.331,48.891,,,,,,,,
1219,Place d'Italie - Soeur Rosalie,12.0,2.355,48.832,,,,,,,,
1220,Jean Bologne - Passy,1.0,2.28,48.858,,,,,,,,
1221,Saint-Marcel - Hôpital,17.0,2.361,48.84,,,,,,,,
1222,Geoffroy-Saint-Hilaire - Saint-Marcel,13.0,2.357,48.839,,,,,,,,
1223,Pyrénées - Dagorno,6.0,2.405,48.855,,,,,,,,
1224,Place Saint-André des Arts,25.0,2.343,48.853,,,,,,,,
1225,Saint-Maur - République,10.0,2.378,48.864,,,,,,,,
1226,Montparnasse -  Square Ozanam,20.0,2.327,48.843,,,,,,,,
1227,Bobillot - Moulin des Prés,11.0,2.353,48.829,,,,,,,,
1228,Rond-Point Rhin et Danube,46.0,2.228,48.84,,,,,,,,
1229,Flandre - Ourcq,18.0,2.379,48.893,,,,,,,,
1230,Point du Jour - Jean Jaurès,14.0,2.246,48.829,,,,,,,,
1231,Commandant Charcot - Bretteville,31.0,2.256,48.875,,,,,,,,
1232,Colisée - Champs-Elysées,6.0,2.308,48.87,,,,,,,,
1233,Crimée - Ourcq,14.0,2.373,48.894,,,,,,,,
1234,Metz - Marne,5.0,2.387,48.891,,,,,,,,
1235,Saint-Mandé - Docteur Arnold Netter,10.0,2.405,48.845,,,,,,,,
1236,Bertrand Sincholle - Henri Barbusse,23.0,2.304,48.899,,,,,,,,
1237,Lacépède - Linné,19.0,2.355,48.844,,,,,,,,
1238,Jacquier - Didot,3.0,2.318,48.83,,,,,,,,
1239,Général Michel Bizot - Claude Decaen,28.0,2.401,48.835,,,,,,,,
1240,Ivry - Baudricourt,13.0,2.363,48.825,,,,,,,,
1241,Guynemer - Jardin du Luxembourg,22.0,2.333,48.847,,,,,,,,
1242,Square Gilbert Thomain,11.0,2.27,48.907,,,,,,,,
1243,Magenta - Chabrol,5.0,2.356,48.876,,,,,,,,
1244,Jessaint - Marx Dormoy,1.0,2.359,48.885,,,,,,,,
1245,République - Auguste Perret,6.0,2.352,48.787,,,,,,,,
1246,Danielle Casanova - Ledru-Rollin,20.0,2.383,48.816,,,,,,,,
1247,Cossonnerie - Sébastopol,5.0,2.349,48.861,,,,,,,,
1248,Lucien Bossoutrot - Général Martial Vallin,29.0,2.274,48.837,,,,,,,,
1249,Quai de Béthune - Pont de la Tournelle,25.0,2.356,48.851,,,,,,,,
1250,Ecole Vétérinaire,34.0,2.422,48.815,,,,,,,,
1251,Belfort - Victor Hugo,22.0,2.317,48.902,,,,,,,,
1252,Stalingrad - Henri Luisette,8.0,2.367,48.784,,,,,,,,
1253,Youri Gagarine - Commune de Paris,26.0,2.394,48.782,,,,,,,,
1254,Strasbourg - Saint-Denis,7.0,2.354,48.87,,,,,,,,
1255,Arche - Léonard de Vinci,10.0,2.238,48.898,,,,,,,,
1256,Parvis Robert Schuman - Roger Salengro,1.0,2.192,48.813,,,,,,,,
1257,Champeaux - Gallieni,2.0,2.416,48.864,,,,,,,,
1258,Wilson - Landy,9.0,2.358,48.915,,,,,,,,
1259,Chancé Milly - Cimetière Communal Sud,19.0,2.304,48.897,,,,,,,,
1260,Gustave Eiffel - Parc des Impressionnistes,17.0,2.295,48.904,,,,,,,,
1261,Lally-Tollendal - Armand Carrel,7.0,2.375,48.883,,,,,,,,
1262,Réaumur - Montmartre,3.0,2.344,48.868,,,,,,,,
1263,Barbès - Monique Maunoury,3.0,2.369,48.816,,,,,,,,
1264,République - Louis Loucheur,32.0,2.51,48.824,,,,,,,,
1265,Théâtre de La Garenne,11.0,2.235,48.906,,,,,,,,
1266,Convention - Lourmel,34.0,2.286,48.842,,,,,,,,
1267,Gare de Nogent-le-Perreux,31.0,2.494,48.838,,,,,,,,
1268,Nanterre - Université,19.0,2.213,48.901,,,,,,,,
1269,Square Victor Basch,11.0,2.229,48.914,,,,,,,,
1270,Parc Pierre Lagravère,17.0,2.239,48.927,,,,,,,,
1271,Pierre Larousse - Raymond Losserand,11.0,2.312,48.831,,,,,,,,
1272,Gare RER - Canadiens,7.0,2.464,48.82,,,,,,,,
1273,Quai de la Gare - Pont de Bercy,16.0,2.374,48.837,,,,,,,,
1274,Cité de la Musique,4.0,2.393,48.889,,,,,,,,
1275,Hôpital Robert Debré,3.0,2.401,48.88,,,,,,,,
1276,Basilique,18.0,2.359,48.936,,,,,,,,
1277,Quai Jules Guesde - Saint-Simon,20.0,2.409,48.804,,,,,,,,
1278,Karl Marx,4.0,2.365,48.785,,,,,,,,
1279,Sèvres - Général Leclerc,27.0,2.231,48.83,,,,,,,,
1280,Parc Départemental des Hautes-Bruyères,1.0,2.351,48.793,,,,,,,,
1281,Cours de Vincennes - Davout,4.0,2.411,48.847,,,,,,,,
1282,Borrégo - Gambetta,4.0,2.401,48.873,,,,,,,,
1283,Petit - Georges Thill,18.0,2.39,48.886,,,,,,,,
1284,Gare de Bellevue,2.0,2.23,48.819,,,,,,,,
1285,Kléber - National,5.0,2.239,48.906,,,,,,,,
1286,Saint-Denis - Université,6.0,2.364,48.946,,,,,,,,
1287,Halle Freyssinet - Parvis Alan Turing,20.0,2.371,48.833,,,,,,,,
1288,Cours de Vincennes - Soult,9.0,2.411,48.847,,,,,,,,
1289,Val-Fleury,5.0,2.241,48.808,,,,,,,,
1290,Mûriers - Père Lachaise,6.0,2.392,48.864,,,,,,,,
1291,Clignancourt - Sofia,3.0,2.347,48.885,,,,,,,,
1292,BNF - Bibliothèque Nationale de France,32.0,2.376,48.835,,,,,,,,
1293,Pereire - Saussure,9.0,2.31,48.888,,,,,,,,
1294,Waldeck Rochet - Germaine Tillon,3.0,2.368,48.911,,,,,,,,
1295,Saint-Marc - Feydeau,2.0,2.342,48.87,,,,,,,,
1296,Place Amédée Gordini - Lefebvre,5.0,2.292,48.831,,,,,,,,
1297,Dominique Pado - Croix Nivert,22.0,2.29,48.836,,,,,,,,
1298,Guy Môquet - Parvis Georges Marchais,3.0,2.359,48.795,,,,,,,,
1299,Redoute - Les Courtilles,29.0,2.284,48.93,,,,,,,,
1300,Argenteuil - Voltaire,14.0,2.281,48.919,,,,,,,,
1301,Hôtel de Ville de Chaville,6.0,2.188,48.809,,,,,,,,
1302,Pesaro - Préfecture,2.0,2.224,48.896,,,,,,,,
1303,Erasme - Ulm,12.0,2.345,48.843,,,,,,,,
1304,Verdier - Jean Jaurès,12.0,2.312,48.816,,,,,,,,
1305,Charles de Gaulle - Sablonville,4.0,2.276,48.88,,,,,,,,
1306,Pasteur - Gambetta,4.0,2.424,48.846,,,,,,,,
1307,Verdun - Carnot,15.0,2.374,48.808,,,,,,,,
1308,Pierre et Marie Curie - Julien Grimau,2.0,2.424,48.871,,,,,,,,
1309,Place de la Porte de Paris,1.0,2.356,48.93,,,,,,,,
1310,Sèvres-Gallieni,22.0,2.228,48.838,,,,,,,,
1311,Madeleine Michelis - Roule,15.0,2.277,48.883,,,,,,,,
1312,Victor Hugo - Gare,15.0,2.26,48.923,,,,,,,,
1313,Marx Dormoy - Château Sainte-Barbe,5.0,2.298,48.792,,,,,,,,
1314,Gare de Robinson,12.0,2.282,48.78,,,,,,,,
1315,Saint-Cloud - Hippodrome,7.0,2.255,48.858,,,,,,,,
1316,Gare de Chaville Rive Gauche,3.0,2.188,48.805,,,,,,,,
1317,Voltaire - Anatole France,8.0,2.284,48.892,,,,,,,,
1318,André Theuriet - Blagis,5.0,2.313,48.78,,,,,,,,
1319,Adolphe Lalyre - Armand Silvestre,23.0,2.273,48.904,,,,,,,,
1320,Jean-Baptiste Charcot - Sainte-Geneviève,14.0,2.279,48.903,,,,,,,,
1321,Mairie de La Garenne Colombes,10.0,2.247,48.907,,,,,,,,
1322,Pitié-Salpêtrière,17.0,2.365,48.837,,,,,,,,
1323,Place du 14 Juillet,5.0,2.301,48.819,,,,,,,,
1324,Henri Barbusse - Stalingrad,6.0,2.287,48.814,,,,,,,,
1325,Saint Lambert - Blomet,19.0,2.293,48.837,,,,,,,,
1326,Pierre Brossolette - 12 Février 1934,15.0,2.308,48.818,,,,,,,,
1327,Mairie de Romainville,8.0,2.436,48.885,,,,,,,,
1328,Château - Place de Catalogne,4.0,2.319,48.837,,,,,,,,
1329,Italie - Tolbiac,2.0,2.358,48.826,,,,,,,,
1330,Stalingrad - Germaine Tailleferre,7.0,2.379,48.803,,,,,,,,
1331,Boulard - Daguerre,7.0,2.329,48.834,,,,,,,,
1332,Place Paul Delouvrier,9.0,2.385,48.892,,,,,,,,
1333,Roger Salengro - Fontainebleau,4.0,2.361,48.815,,,,,,,,
1334,Mazagran - Bonne Nouvelle,11.0,2.351,48.87,,,,,,,,
1335,Place du Palais Royal,1.0,2.338,48.862,,,,,,,,
1336,Stade Pershing,0.0,2.458,48.829,,,,,,,,
1337,Madeleine Vionnet,15.0,2.374,48.903,,,,,,,,
1338,Hippodrome Paris-Vincennes,20.0,2.446,48.82,,,,,,,,
1339,Ranelagh - Mozart,1.0,2.27,48.855,,,,,,,,
1340,Suresnes - Muette à Neuilly,9.0,2.266,48.869,,,,,,,,
1341,Place de la Bastille - Bourdon,30.0,2.368,48.852,,,,,,,,
1342,Mstislav Rostropovitch - Berthier,4.0,2.309,48.892,,,,,,,,
1343,Georges V - François 1er,4.0,2.301,48.87,,,,,,,,
1344,George V - Christophe Colomb,5.0,2.301,48.87,,,,,,,,
1345,Rouget de Lisle,32.0,2.407,48.765,,,,,,,,
1346,Eugène Reisz - Davout,6.0,2.41,48.856,,,,,,,,
1347,Tristan Tzara -  Tchaïkovski,14.0,2.365,48.895,,,,,,,,
1348,Chabanais - Petits Champs,21.0,2.337,48.867,,,,,,,,
1349,Neuilly - Petit,11.0,2.296,48.899,,,,,,,,
1350,Parc Floral du Bel Air,14.0,2.439,48.839,,,,,,,,
1351,Place Jacques et Thérèse Tréfouël,2.0,2.313,48.843,,,,,,,,
1352,Diane Arbus,28.0,2.352,48.899,,,,,,,,
1353,Verdun - Pierre et Marie Curie,6.0,2.371,48.813,,,,,,,,
1354,Jean Jaurès - Paul Lafargue,5.0,2.248,48.885,,,,,,,,
1355,Saint-Michel - Luxembourg,5.0,2.339,48.845,,,,,,,,
1356,Hippodrome de Longchamp,3.0,2.24,48.864,,,,,,,,
1357,Berthier - Porte de Clichy,9.0,2.313,48.894,,,,,,,,
1358,Capitaine Glarner - Gabriel Péri,21.0,2.33,48.902,,,,,,,,
1359,Garibaldi - Gabriel Péri,24.0,2.332,48.906,,,,,,,,
1360,Sèvres - Maréchal Juin,18.0,2.229,48.832,,,,,,,,
1361,Blanqui - Docteur Bauer,9.0,2.341,48.908,,,,,,,,
1362,Victor Hugo - Paul Eluard,16.0,2.411,48.82,,,,,,,,
1363,Bons Raisins - Voltaire,2.0,2.195,48.873,,,,,,,,
1364,Hôtel de Ville de Saint-Ouen,29.0,2.334,48.911,,,,,,,,
1365,Clef des Champs - Albert Dhalenne,16.0,2.331,48.915,,,,,,,,
1366,Nungesser - Santé,5.0,2.449,48.852,,,,,,,,
1367,Cartier Bresson - Denis Papin,7.0,2.398,48.903,,,,,,,,
1368,Champs de Manoeuvre - Cartoucherie,7.0,2.448,48.835,,,,,,,,
1369,Adrien Lesesne - Docteur Bauer,15.0,2.348,48.903,,,,,,,,
1370,Henri Barbusse - Bourguignons,26.0,2.273,48.913,,,,,,,,
1371,Marceau Delorme - Pierre Brossolette,25.0,2.296,48.912,,,,,,,,
1372,Porte de Clichy - Place des Nations Unies,22.0,2.311,48.897,,,,,,,,
1373,Jean Jaurès - Place du Dr Roux,32.0,2.295,48.928,,,,,,,,
1374,Sèvres Rive Gauche,0.0,2.215,48.821,,,,,,,,
1375,Place du 17 Octobre,17.0,2.298,48.92,,,,,,,,
1376,Gardenat Lapostol - Franklin Roosevelt,0.0,2.223,48.872,,,,,,,,
1377,Séminaire de Conflans - Liberté,5.0,2.404,48.823,,,,,,,,
1378,Bichat - Grange aux Belles,15.0,2.365,48.874,,,,,,,,
1379,Henri Barbusse - Gabriel Péri,12.0,2.287,48.802,,,,,,,,
1380,Béranger - Félix Faure,7.0,2.285,48.804,,,,,,,,
1381,Avenir,5.0,2.3,48.81,,,,,,,,
1382,Place Henri Dunant - Gare RER,10.0,2.291,48.788,,,,,,,,
1383,Guy Môquet - Jean Moulin,23.0,2.364,48.941,,,,,,,,
1384,Parc des Pierrettes,2.0,2.291,48.797,,,,,,,,
1385,Hélène et François Missoffe - Emile Borel,22.0,2.322,48.9,,,,,,,,
1386,Châteaudun - Place de la Liberté,22.0,2.245,48.91,,,,,,,,
1387,Edouard Poisson - Victor Hugo,18.0,2.38,48.911,,,,,,,,
1388,Place de la Paix - Abbé Saint-Pierre,8.0,2.205,48.865,,,,,,,,
1389,Gare RER,23.0,2.46,48.896,,,,,,,,
1390,Simone Signoret - Paris,18.0,2.465,48.904,,,,,,,,
1391,Oberkampf - République,13.0,2.376,48.865,,,,,,,,
1392,Square Alban Satragne,6.0,2.356,48.875,,,,,,,,
1393,Division Leclerc - Kléber,6.0,2.283,48.799,,,,,,,,
1394,Marcel Monge - Marcel Dassault,5.0,2.225,48.861,,,,,,,,
1395,Dora Maar - Nadia Guendouz,19.0,2.322,48.905,,,,,,,,
1396,Raspail Barbès,13.0,2.425,48.853,,,,,,,,
1397,Fontaine du Tertre - Calvaire,1.0,2.219,48.87,,,,,,,,
1398,Place Jean Mermoz,23.0,2.272,48.922,,,,,,,,
1399,Vladimir Ilitch Lénine - Andrée Chedid,15.0,2.332,48.813,,,,,,,,
1400,Quatre Vents - Carrefour de l'Odéon,20.0,2.338,48.852,,,,,,,,
1401,Paul Valery - Victor Hugo,3.0,2.289,48.871,,,,,,,,
1402,Faubourg St-Antoine - Place de la Nation,3.0,2.394,48.849,,,,,,,,
1403,Gare RER les Ardoines,34.0,2.408,48.784,,,,,,,,
1404,Roland Garros - Jean Bouin,7.0,2.285,48.809,,,,,,,,
1405,Martyrs de Châteaubriant - Jean Grandel,8.0,2.211,48.951,,,,,,,,
1406,Bourdon - Pont Morland,40.0,2.366,48.848,,,,,,,,
1407,Charles de Gaulle - Rue de l'Alma,6.0,2.252,48.897,,,,,,,,
1408,Gare RER - Général de Gaulle,27.0,2.306,48.934,,,,,,,,
1409,Résistance - Romain Rolland,24.0,2.231,48.951,,,,,,,,
1410,Quai de Sèvres - Manufacture Nationale,26.0,2.225,48.829,,,,,,,,
1411,Maréchal Leclerc de Hauteclocque - Marché Buzenval,3.0,2.192,48.858,,,,,,,,
1412,Place de l'Hôtel de Ville,5.0,2.351,48.857,,,,,,,,
1413,Convention - Campus de Bobigny,30.0,2.417,48.915,,,,,,,,
1414,Pablo Picasso - Maurice Thorez,12.0,2.449,48.907,,,,,,,,
1415,Moscou - Edouard Vaillant,7.0,2.469,48.908,,,,,,,,
1416,Bateliers - Quai de Seine,9.0,2.324,48.916,,,,,,,,
1417,Georges Pompidou - Verdun,16.0,2.232,48.875,,,,,,,,
1418,Place Charles de Gaulle,8.0,2.189,48.826,,,,,,,,
1419,Stalingrad - Général de Gaulle,23.0,2.497,48.823,,,,,,,,
1420,Perrault - Place du Louvre,9.0,2.341,48.86,,,,,,,,
1421,Place Nationale - Château-des-Rentiers,6.0,2.365,48.829,,,,,,,,
1422,Payenne - Square George Caïn,19.0,2.362,48.858,,,,,,,,
1423,Dupont de l'Eure - Gambetta,2.0,2.4,48.868,,,,,,,,
1424,Lamarck - Saint-Ouen,11.0,2.327,48.891,,,,,,,,
1425,Bracion - Périphérique,15.0,2.3,48.826,,,,,,,,
1426,Porte de Versailles,5.0,2.288,48.832,,,,,,,,
1427,Gare de Courbevoie,1.0,2.251,48.899,,,,,,,,
1428,Marceau - Chaillot,2.0,2.299,48.869,,,,,,,,
1429,Gare - Aristide Briand,25.0,2.256,48.821,,,,,,,,
1430,Hispano Suiza - Parc des Bruyères,30.0,2.268,48.916,,,,,,,,
1431,Docteur Calmette - Martre,16.0,2.309,48.899,,,,,,,,
1432,Verger - Colonel Guichard,9.0,2.267,48.816,,,,,,,,
1433,Gabriel Péri - Place de la Libération,4.0,2.312,48.82,,,,,,,,
1434,Arsène Houssaye - Friedland,6.0,2.299,48.875,,,,,,,,
1435,,,2.287,48.863,4bb381b7eb3e9521d738cb0a,16041.0,Plaza,904.0,FR,Paris,19 place du Trocadéro et du Onze Novembre,Place du Trocadéro
1436,,,2.267,48.859,4adcda10f964a5209a3521e3,10027.0,Museum,963.0,FR,Paris,2 rue Louis Boilly,Musée Marmottan Monet
1437,,,2.267,48.859,4adcda10f964a5209a3521e3,10027.0,Museum,3662.0,FR,Paris,2 rue Louis Boilly,Musée Marmottan Monet
1438,,,2.267,48.859,4adcda10f964a5209a3521e3,10027.0,Museum,5188.0,FR,Paris,2 rue Louis Boilly,Musée Marmottan Monet
1439,,,2.288,48.863,4adcda0af964a520673421e3,10037.0,Concert Hall,1007.0,FR,Paris,1 place du Trocadero 16th,Théâtre National de Chaillot
1440,,,2.289,48.863,4adcda10f964a520bb3521e3,10027.0,Museum,1012.0,FR,Paris,1 place du Trocadéro et du Onze Novembre,Cité de l'architecture et du patrimoine
1441,,,2.289,48.871,4c40a4fbe26920a13c385de7,11057.0,Caterer,1098.0,FR,Paris,48 avenue Victo rue Hugo,Lenôtre
1442,,,2.289,48.871,4c40a4fbe26920a13c385de7,11057.0,Caterer,1315.0,FR,Paris,48 avenue Victo rue Hugo,Lenôtre
1443,,,2.289,48.871,4c40a4fbe26920a13c385de7,11057.0,Caterer,563.0,FR,Paris,48 avenue Victo rue Hugo,Lenôtre
1444,,,2.289,48.862,4adcda09f964a520063421e3,16017.0,Garden,1165.0,FR,Paris,place du Trocadéro et du Onze Novembre,Gardens of the Trocadero (Jardins du Trocadéro)
1445,,,2.293,48.871,53f72f4f498e240441adcfc5,13148.0,French Restaurant,1397.0,FR,Paris,19 avenue Kléber,L'Oiseau Blanc
1446,,,2.293,48.871,53f72f4f498e240441adcfc5,13148.0,French Restaurant,1446.0,FR,Paris,19 avenue Kléber,L'Oiseau Blanc
1447,,,2.293,48.871,53f72f4f498e240441adcfc5,13148.0,French Restaurant,745.0,FR,Paris,19 avenue Kléber,L'Oiseau Blanc
1448,,,2.264,48.877,4c08f9cf6071a5933b09dd32,10027.0,Museum,1485.0,FR,Paris,8 avenue du Mahatma Gandhi,Louis Vuitton Foundation (Fondation Louis Vuitton)
1449,,,2.264,48.877,4c08f9cf6071a5933b09dd32,10027.0,Museum,5150.0,FR,Paris,8 avenue du Mahatma Gandhi,Louis Vuitton Foundation (Fondation Louis Vuitton)
1450,,,2.264,48.878,4adcda23f964a520543a21e3,16017.0,Garden,1615.0,FR,Paris,45 avenue du Mahatma Gandhi,Jardin d'Acclimatation
1451,,,2.294,48.858,4e078807e4cdefcff6dce4f6,13148.0,French Restaurant,1596.0,FR,Paris,5 avenue Anatole France,Restaurant 58 Tour Eiffel
1452,,,2.339,48.853,4bbde5128a4fb713b57e3d9d,13036.0,Tea Room,52.0,FR,Paris,59-61 rue Saint-André des Arts,La Jacobine
1453,,,2.339,48.853,4bbde5128a4fb713b57e3d9d,13036.0,Tea Room,393.0,FR,Paris,59-61 rue Saint-André des Arts,La Jacobine
1454,,,2.338,48.853,4d9f8e297ec88cfa0cdc865a,13041.0,Creperie,107.0,FR,Paris,11 rue Gregoire de Tours Métro Odéon,Little Breizh
1455,,,2.338,48.853,4d9f8e297ec88cfa0cdc865a,13041.0,Creperie,420.0,FR,Paris,11 rue Gregoire de Tours Métro Odéon,Little Breizh
1456,,,2.338,48.855,4b22eca6f964a5206c5024e3,13009.0,Cocktail Bar,161.0,FR,Paris,23 rue Mazarine 6e,Prescription Cocktail Club
1457,,,2.338,48.855,4b22eca6f964a5206c5024e3,13009.0,Cocktail Bar,278.0,FR,Paris,23 rue Mazarine 6e,Prescription Cocktail Club
1458,,,2.339,48.852,4afd8300f964a5203a2822e3,13025.0,Wine Bar,191.0,FR,Paris,3 carrefour de l'Odéon,L'Avant-Comptoir
1459,,,2.339,48.852,4afd8300f964a5203a2822e3,13025.0,Wine Bar,359.0,FR,Paris,3 carrefour de l'Odéon,L'Avant-Comptoir
1460,,,2.34,48.856,53568d3e498e92e5a3a56f36,13010.0,Dive Bar,245.0,FR,Paris,10 rue Dauphine 75006,Chez Nous
1461,,,2.34,48.856,53568d3e498e92e5a3a56f36,13010.0,Dive Bar,402.0,FR,Paris,10 rue Dauphine 75006,Chez Nous
1462,,,2.339,48.852,59468bd1898bdc07ffc0d6ac,13041.0,Creperie,236.0,FR,Paris,1 rue de l'Odéon,Breizh Café
1463,,,2.339,48.852,59468bd1898bdc07ffc0d6ac,13041.0,Creperie,356.0,FR,Paris,1 rue de l'Odéon,Breizh Café
1464,,,2.339,48.852,59468bd1898bdc07ffc0d6ac,13041.0,Creperie,1581.0,FR,Paris,1 rue de l'Odéon,Breizh Café
1465,,,2.339,48.852,56a761bd498e4801a8e214da,13338.0,Seafood Restaurant,178.0,FR,Paris,3 Carrefour de l'Odéon,Croissance 5 Avant comptoir de la mer
1466,,,2.339,48.852,56a761bd498e4801a8e214da,13338.0,Seafood Restaurant,377.0,FR,Paris,3 Carrefour de l'Odéon,Croissance 5 Avant comptoir de la mer
1467,,,2.336,48.854,4b83d2dbf964a5202d1231e3,16041.0,Plaza,253.0,FR,Paris,8 rue de Furstenberg,Place Furstemberg
1468,,,2.336,48.854,4b83d2dbf964a5202d1231e3,16041.0,Plaza,246.0,FR,Paris,8 rue de Furstenberg,Place Furstemberg
1469,,,2.336,48.854,4b83d2dbf964a5202d1231e3,16041.0,Plaza,465.0,FR,Paris,8 rue de Furstenberg,Place Furstemberg
1470,,,2.341,48.855,4b4b6fe4f964a520a19b26e3,13072.0,Asian Restaurant,219.0,FR,Paris,4 rue des Grands Augustins 6e,Ze Kitchen Galerie
1471,,,2.344,48.853,4b530766f964a520f88c27e3,16000.0,Landmarks and Outdoors,352.0,FR,Paris,24 boul. Saint Michel,Place Saint-Michel
1472,,,2.344,48.853,4b530766f964a520f88c27e3,16000.0,Landmarks and Outdoors,203.0,FR,Paris,24 boul. Saint Michel,Place Saint-Michel
1473,,,2.367,48.87,5238a8c711d28a3c7a057397,13065.0,Restaurant,255.0,FR,Paris,46 quai de Jemmapes Paris,La Vache dans les Vignes
1474,,,2.367,48.87,5238a8c711d28a3c7a057397,13065.0,Restaurant,159.0,FR,Paris,46 quai de Jemmapes Paris,La Vache dans les Vignes
1475,,,2.361,48.866,4af5aeaaf964a5203cfb21e3,17057.0,Food and Beverage Retail,310.0,FR,Paris,164 rue du Temple,Monoprix
1476,,,2.361,48.866,4af5aeaaf964a5203cfb21e3,17057.0,Food and Beverage Retail,637.0,FR,Paris,164 rue du Temple,Monoprix
1477,,,2.367,48.865,5c5ef4381acf11002c9cb8fe,13035.0,Coffee Shop,309.0,FR,Paris,140 rue Amelot,Dreaming Man
1478,,,2.363,48.865,4b68a117f964a520c8832be3,13025.0,Wine Bar,326.0,FR,Paris,6 rue Charles-François Dupuis rue de la Corderie,Le Barav
1479,,,2.363,48.865,501ab9cfe4b089ae3961a041,13338.0,Seafood Restaurant,374.0,FR,Paris,4 rue de la Corderie,L'ilot
1480,,,2.361,48.87,533854a0498e13d848afa29f,17085.0,Housewares Store,327.0,FR,Paris,8 et 11 rue du Château-d'Eau,La Trésorerie
1481,,,2.361,48.87,533854a0498e13d848afa29f,17085.0,Housewares Store,389.0,FR,Paris,8 et 11 rue du Château-d'Eau,La Trésorerie
1482,,,2.369,48.865,54fc65f3498e7f86ee38def9,13002.0,Bakery,397.0,FR,Paris,20 rue Jean Pierre Timbaud,Boulangerie Utopie
